GeneSymbol_input,STRING_id,GeneSymbol_STRING
Rps23,10116.ENSRNOP00000022348,Rps23
Ttc9,10116.ENSRNOP00000069448,Ttc9
Ngfr,10116.ENSRNOP00000007268,Ngfr
Klf11,10116.ENSRNOP00000075389,Klf11
Pa2g4,10116.ENSRNOP00000006578,Pa2g4
Aen,10116.ENSRNOP00000062841,Aen
Il1rn,10116.ENSRNOP00000007949,Il1rn
Syn1,10116.ENSRNOP00000014250,Syn1
Eif3d,10116.ENSRNOP00000032361,Eif3d
Git1,10116.ENSRNOP00000073267,Git1
Rps21,10116.ENSRNOP00000070217,Rps21
Zwint,10116.ENSRNOP00000067414,Zwint
Dynlt1,10116.ENSRNOP00000024656,Dynlt1
Ascc3,10116.ENSRNOP00000053848,Ascc3
Naa10,10116.ENSRNOP00000074325,Naa10
Myd88,10116.ENSRNOP00000018341,Myd88
Alkbh6,10116.ENSRNOP00000064657,Alkbh6
Dtx3l,10116.ENSRNOP00000034974,Dtx3l
Dnajc25,10116.ENSRNOP00000020702,Dnajc25
Dsg2,10116.ENSRNOP00000022270,Dsg2
Ythdf2,10116.ENSRNOP00000014479,Ythdf2
Fam43b,10116.ENSRNOP00000061195,Fam43b
Eif2b1,10116.ENSRNOP00000075870,Eif2b1
Rpl17,10116.ENSRNOP00000034364,Rpl17
Ifitm1,10116.ENSRNOP00000042637,Ifitm1
A3galt2,10116.ENSRNOP00000007851,A3galt2
Ecm1,10116.ENSRNOP00000028740,Ecm1
Cp,10116.ENSRNOP00000075010,Cp
Cdc73,10116.ENSRNOP00000004495,Cdc73
Dsn1,10116.ENSRNOP00000008255,Dsn1
Cdk6,10116.ENSRNOP00000012597,Cdk6
Lratd1,10116.ENSRNOP00000060795,Lratd1
Tmed10,10116.ENSRNOP00000010512,Tmed10
Thap12,10116.ENSRNOP00000074752,Thap12
Synj1,10116.ENSRNOP00000060346,Synj1
Cdh1,10116.ENSRNOP00000027346,Cdh1
Cct5,10116.ENSRNOP00000015886,Cct5
Dusp6,10116.ENSRNOP00000032969,Dusp6
Pdia6,10116.ENSRNOP00000064632,Pdia6
Wsb1,10116.ENSRNOP00000017949,Wsb1
Sulf1,10116.ENSRNOP00000064072,Sulf1
Capza1,10116.ENSRNOP00000052868,Capza1
Gpx2,10116.ENSRNOP00000072136,Gpx2
Eif3i,10116.ENSRNOP00000067288,Eif3i
Anxa3,10116.ENSRNOP00000063496,Anxa3
Pum2,10116.ENSRNOP00000008359,Pum2
Itga3,10116.ENSRNOP00000034608,Itga3
Npy,10116.ENSRNOP00000013146,Npy
Elp5,10116.ENSRNOP00000035345,Elp5
Thoc7,10116.ENSRNOP00000070034,Thoc7
Zfp281,10116.ENSRNOP00000072700,Zfp281
Dbf4,10116.ENSRNOP00000065840,Dbf4
Mrps22,10116.ENSRNOP00000067192,Mrps22
Rpl4,10116.ENSRNOP00000013462,Rpl4
Igf2bp2,10116.ENSRNOP00000037578,Igf2bp2
Gapdhs,10116.ENSRNOP00000059802,Gapdhs
Vars1,10116.ENSRNOP00000072696,Vars1
Dnajb3,10116.ENSRNOP00000024845,Dnajb3
Nme2,10116.ENSRNOP00000003611,Nme2
Anxa7,10116.ENSRNOP00000058397,Anxa7
Rps27,10116.ENSRNOP00000022897,Rps27
Ly6g6c,10116.ENSRNOP00000001119,Ly6g6c
Fgf2,10116.ENSRNOP00000023388,Fgf2
A2m,10116.ENSRNOP00000019346,A2m
Rpn1,10116.ENSRNOP00000066002,Rpn1
Tln1,10116.ENSRNOP00000022401,Tln1
Larp7,10116.ENSRNOP00000065357,Larp7
Sacs,10116.ENSRNOP00000019551,Sacs
Arf2,10116.ENSRNOP00000006483,Arf2
Dph1,10116.ENSRNOP00000072126,Dph1
Mapkapk3,10116.ENSRNOP00000020065,Mapkapk3
Ssr2,10116.ENSRNOP00000027123,Ssr2
Cerk,10116.ENSRNOP00000022882,Cerk
Wdr1,10116.ENSRNOP00000024012,Wdr1
Fkbp1a,10116.ENSRNOP00000012608,Fkbp1a
Cd38,10116.ENSRNOP00000004121,Cd38
Etv3,10116.ENSRNOP00000021577,Etv3
Psmd14,10116.ENSRNOP00000071068,Psmd14
Vsir,10116.ENSRNOP00000054563,Vsir
Uchl3,10116.ENSRNOP00000012842,Uchl3
Oasl,10116.ENSRNOP00000001570,Oasl
Sfn,10116.ENSRNOP00000040819,Sfn
Csf3r,10116.ENSRNOP00000011694,Csf3r
Rpl22,10116.ENSRNOP00000014905,Rpl22
Scarb1,10116.ENSRNOP00000060874,Scarb1
Ranbp17,10116.ENSRNOP00000075380,Ranbp17
Pom121l2,10116.ENSRNOP00000070497,Pom121l2
Hras,10116.ENSRNOP00000022363,Hras
Wsb2,10116.ENSRNOP00000001499,Wsb2
Sync,10116.ENSRNOP00000010730,Sync
Prr16,10116.ENSRNOP00000026724,Prr16
Rbfox3,10116.ENSRNOP00000004524,Rbfox3
Taf9,10116.ENSRNOP00000068315,Taf9
Pabpc4,10116.ENSRNOP00000053432,Pabpc4
Tirap,10116.ENSRNOP00000032025,Tirap
Rpl6,10116.ENSRNOP00000038065,Rpl6
Nfe2,10116.ENSRNOP00000052156,Nfe2
Rnf138,10116.ENSRNOP00000021061,Rnf138
Gnl1,10116.ENSRNOP00000045697,Gnl1
Anp32b,10116.ENSRNOP00000012478,Anp32b
Tp53,10116.ENSRNOP00000074031,Tp53
Ccl21,10116.ENSRNOP00000023951,Ccl21
Osbpl10,10116.ENSRNOP00000015643,Osbpl10
Notch4,10116.ENSRNOP00000000513,Notch4
Gtf2h1,10116.ENSRNOP00000069965,Gtf2h1
Wdr4,10116.ENSRNOP00000059024,Wdr4
Impdh2,10116.ENSRNOP00000040635,Impdh2
Tmed5,10116.ENSRNOP00000000083,Tmed5
Agfg1,10116.ENSRNOP00000021309,Agfg1
Snrpf,10116.ENSRNOP00000007351,Snrpf
Zswim4,10116.ENSRNOP00000010050,Zswim4
Drap1,10116.ENSRNOP00000032674,Drap1
Plp2,10116.ENSRNOP00000039462,Plp2
Vkorc1l1,10116.ENSRNOP00000070920,Vkorc1l1
Rps16,10116.ENSRNOP00000026576,Rps16
Nmt1,10116.ENSRNOP00000004046,Nmt1
Ppil3,10116.ENSRNOP00000018284,Ppil3
Smn1,10116.ENSRNOP00000024456,Smn1
Flt4,10116.ENSRNOP00000003519,Flt4
Slc38a2,10116.ENSRNOP00000031532,Slc38a2
Mtdh,10116.ENSRNOP00000009989,Mtdh
Eif5a,10116.ENSRNOP00000022343,Eif5a
Eef1d,10116.ENSRNOP00000034828,Eef1d
Kctd11,10116.ENSRNOP00000020970,Kctd11
Tlcd3a,10116.ENSRNOP00000010168,Tlcd3a
Zpr1,10116.ENSRNOP00000025149,Zpr1
Pcf11,10116.ENSRNOP00000013552,Pcf11
Ppp1r14b,10116.ENSRNOP00000040750,Ppp1r14b
Samd4b,10116.ENSRNOP00000026839,Samd4b
Camk2a,10116.ENSRNOP00000041940,Camk2a
Rpl8,10116.ENSRNOP00000064566,Rpl8
Rpl13,10116.ENSRNOP00000020635,Rpl13
Ca13,10116.ENSRNOP00000031323,Ca13
Lama4,10116.ENSRNOP00000000737,Lama4
Utp20,10116.ENSRNOP00000008317,Utp20
Ebna1bp2,10116.ENSRNOP00000065496,Ebna1bp2
Fcgr2b,10116.ENSRNOP00000055293,Fcgr2b
Ppil1,10116.ENSRNOP00000076232,Ppil1
Cxadr,10116.ENSRNOP00000041873,Cxadr
Purb,10116.ENSRNOP00000069267,Purb
Prkci,10116.ENSRNOP00000012924,Prkci
Glrx3,10116.ENSRNOP00000022406,Glrx3
Zc3h15,10116.ENSRNOP00000007276,Zc3h15
Map3k8,10116.ENSRNOP00000022190,Map3k8
Ppp1r15a,10116.ENSRNOP00000048451,Ppp1r15a
Rps19bp1,10116.ENSRNOP00000075834,Rps19bp1
Ctsc,10116.ENSRNOP00000022342,Ctsc
Cables2,10116.ENSRNOP00000074022,Cables2
Hspa8,10116.ENSRNOP00000042159,Hspa8
Rpl27a,10116.ENSRNOP00000019247,Rpl27a
Gadd45b,10116.ENSRNOP00000026871,Gadd45b
Metap2,10116.ENSRNOP00000032680,Metap2
Gins1,10116.ENSRNOP00000010955,Gins1
Cdkn1a,10116.ENSRNOP00000000628,Cdkn1a
Tomm40,10116.ENSRNOP00000025281,Tomm40
Riok1,10116.ENSRNOP00000018936,Riok1
Gmnn,10116.ENSRNOP00000025389,Gmnn
LOC297756,10116.ENSRNOP00000041853,LOC297756
Slc35a4,10116.ENSRNOP00000003878,Slc35a4
Ddx24,10116.ENSRNOP00000012256,Ddx24
Nop2,10116.ENSRNOP00000024938,Nop2
Pnma2,10116.ENSRNOP00000013001,Pnma2
Ror2,10116.ENSRNOP00000069636,Ror2
Senp5,10116.ENSRNOP00000066105,Senp5
Ubr5,10116.ENSRNOP00000009115,Ubr5
Hist1h2af,10116.ENSRNOP00000022965,Hist1h2af
Zfp35,10116.ENSRNOP00000071577,Zfp35
Ppm1l,10116.ENSRNOP00000064781,Ppm1l
Cacybp,10116.ENSRNOP00000003586,Cacybp
Rbm34,10116.ENSRNOP00000027145,Rbm34
Rps19,10116.ENSRNOP00000027246,Rps19
Slc39a14,10116.ENSRNOP00000013066,Slc39a14
Mid1ip1,10116.ENSRNOP00000004305,Mid1ip1
Med7,10116.ENSRNOP00000009239,Med7
Taf10,10116.ENSRNOP00000025955,Taf10
Reln,10116.ENSRNOP00000058574,Reln
Rbm38,10116.ENSRNOP00000008764,Rbm38
Sod2,10116.ENSRNOP00000025794,Sod2
Tsn,10116.ENSRNOP00000063499,Tsn
Cks1b,10116.ENSRNOP00000052395,Cks1b
Ptpn9,10116.ENSRNOP00000023831,Ptpn9
Eipr1,10116.ENSRNOP00000056930,Eipr1
Sfmbt2,10116.ENSRNOP00000061879,Sfmbt2
Vwa1,10116.ENSRNOP00000024897,Vwa1
Fxr1,10116.ENSRNOP00000069834,Fxr1
Serpinb6b,10116.ENSRNOP00000056665,Serpinb6b
Vat1,10116.ENSRNOP00000028084,Vat1
Zmynd19,10116.ENSRNOP00000010270,Zmynd19
Aicda,10116.ENSRNOP00000020762,Aicda
Oxsr1,10116.ENSRNOP00000018056,Oxsr1
Uba2,10116.ENSRNOP00000028672,Uba2
Aida,10116.ENSRNOP00000072748,Aida
Nap1l1,10116.ENSRNOP00000005286,Nap1l1
Csrp3,10116.ENSRNOP00000019310,Csrp3
Isg20,10116.ENSRNOP00000075245,Isg20
Prmt1,10116.ENSRNOP00000063624,Prmt1
Snapc3,10116.ENSRNOP00000015254,Snapc3
Rps6,10116.ENSRNOP00000067572,Rps6
Tlr4,10116.ENSRNOP00000014020,Tlr4
Crk,10116.ENSRNOP00000006407,Crk
Med10,10116.ENSRNOP00000023161,Med10
Uck2,10116.ENSRNOP00000070085,Uck2
Siva1,10116.ENSRNOP00000034257,Siva1
Rpl11,10116.ENSRNOP00000072829,Rpl11
Crtap,10116.ENSRNOP00000064550,Crtap
Pdlim1,10116.ENSRNOP00000022000,Pdlim1
Erh,10116.ENSRNOP00000075464,Erh
Nob1,10116.ENSRNOP00000031905,Nob1
Nxt1,10116.ENSRNOP00000006205,Nxt1
Prg4,10116.ENSRNOP00000059900,Prg4
Sec24b,10116.ENSRNOP00000037163,Sec24b
Htr1b,10116.ENSRNOP00000017411,Htr1b
Smpdl3b,10116.ENSRNOP00000062762,Smpdl3b
Col18a1,10116.ENSRNOP00000047962,Col18a1
Rem2,10116.ENSRNOP00000016020,Rem2
S1pr1,10116.ENSRNOP00000052627,S1pr1
Psme2,10116.ENSRNOP00000026279,Psme2
Smad2,10116.ENSRNOP00000075341,Smad2
Eif4e2,10116.ENSRNOP00000074842,Eif4e2
Rala,10116.ENSRNOP00000018190,Rala
Ppig,10116.ENSRNOP00000010216,Ppig
Dap,10116.ENSRNOP00000014439,Dap
Ptbp1,10116.ENSRNOP00000043256,Ptbp1
Trim28,10116.ENSRNOP00000031061,Trim28
Psma1,10116.ENSRNOP00000015946,Psma1
Scel,10116.ENSRNOP00000072151,Scel
Otud4,10116.ENSRNOP00000024924,Otud4
Rpl29,10116.ENSRNOP00000014849,Rpl29
Ippk,10116.ENSRNOP00000021022,Ippk
Fcf1,10116.ENSRNOP00000006297,Fcf1
E2f8,10116.ENSRNOP00000036763,E2f8
Rrp1b,10116.ENSRNOP00000001583,Rrp1b
Chek1,10116.ENSRNOP00000069884,Chek1
Pxdc1,10116.ENSRNOP00000056888,Pxdc1
Gpr39,10116.ENSRNOP00000036196,Gpr39
Ccdc120,10116.ENSRNOP00000012881,Ccdc120
Arpc5,10116.ENSRNOP00000061516,Arpc5
Rpl34,10116.ENSRNOP00000009046,Rpl34
Actr3b,10116.ENSRNOP00000041576,Actr3b
Msmo1,10116.ENSRNOP00000043782,Msmo1
Egr2,10116.ENSRNOP00000000792,Egr2
Phc2,10116.ENSRNOP00000059238,Phc2
Smarcd1,10116.ENSRNOP00000075525,Smarcd1
Suv39h2,10116.ENSRNOP00000020924,Suv39h2
Eif1ad,10116.ENSRNOP00000027752,Eif1ad
Nfya,10116.ENSRNOP00000075707,Nfya
Rbm7,10116.ENSRNOP00000007736,Rbm7
Rps8,10116.ENSRNOP00000074753,Rps8
Col6a2,10116.ENSRNOP00000001695,Col6a2
Ube2s,10116.ENSRNOP00000022977,Ube2s
Slfnl1,10116.ENSRNOP00000013193,Slfnl1
Nop53,10116.ENSRNOP00000017556,Nop53
Psmc1,10116.ENSRNOP00000005329,Psmc1
Cda,10116.ENSRNOP00000021036,Cda
Orc1,10116.ENSRNOP00000012492,Orc1
Rad51,10116.ENSRNOP00000053270,Rad51
Nolc1,10116.ENSRNOP00000025788,Nolc1
Noc2l,10116.ENSRNOP00000059995,Noc2l
Ywhaz,10116.ENSRNOP00000069366,Ywhaz
Tcf25,10116.ENSRNOP00000048508,Tcf25
Ticrr,10116.ENSRNOP00000029053,Ticrr
Ptrh2,10116.ENSRNOP00000005661,Ptrh2
Pcmt1,10116.ENSRNOP00000019623,Pcmt1
Wdr77,10116.ENSRNOP00000022571,Wdr77
Acta1,10116.ENSRNOP00000024084,Acta1
Mob3c,10116.ENSRNOP00000060505,Mob3c
Syde1,10116.ENSRNOP00000009606,Syde1
Rab11a,10116.ENSRNOP00000015598,Rab11a
Rnase6,10116.ENSRNOP00000031392,Rnase6
Clec1b,10116.ENSRNOP00000071442,Clec1b
Mnda,10116.ENSRNOP00000029762,Mnda
Pmepa1,10116.ENSRNOP00000067298,Pmepa1
Ccne1,10116.ENSRNOP00000020014,Ccne1
Ralgds,10116.ENSRNOP00000013809,Ralgds
Arfrp1,10116.ENSRNOP00000019038,Arfrp1
Gmfb,10116.ENSRNOP00000067695,Gmfb
Krt76,10116.ENSRNOP00000046335,Krt76
Lrrc8a,10116.ENSRNOP00000031726,Lrrc8a
Cherp,10116.ENSRNOP00000017424,Cherp
Rad18,10116.ENSRNOP00000063400,Rad18
Map2k1,10116.ENSRNOP00000013933,Map2k1
Tgfb1i1,10116.ENSRNOP00000051863,Tgfb1i1
Slfn14,10116.ENSRNOP00000012874,Slfn14
Actn3,10116.ENSRNOP00000026812,Actn3
Inhba,10116.ENSRNOP00000019272,Inhba
Map3k3,10116.ENSRNOP00000074780,Map3k3
H2ac1,10116.ENSRNOP00000039289,H2ac1
Nectin2,10116.ENSRNOP00000025388,Nectin2
Prss2,10116.ENSRNOP00000018853,Prss2
B3gnt9,10116.ENSRNOP00000071937,B3gnt9
Farsb,10116.ENSRNOP00000019685,Farsb
Rhd,10116.ENSRNOP00000023187,Rhd
Shc1,10116.ENSRNOP00000028038,Shc1
Ahsp,10116.ENSRNOP00000027297,Ahsp
Etv4,10116.ENSRNOP00000070185,Etv4
Sh3bp4,10116.ENSRNOP00000026312,Sh3bp4
Fscn3,10116.ENSRNOP00000061158,Fscn3
Prpf3,10116.ENSRNOP00000068727,Prpf3
Sema3c,10116.ENSRNOP00000009132,Sema3c
Rnf2,10116.ENSRNOP00000068794,Rnf2
Egfr,10116.ENSRNOP00000006087,Egfr
Creb3l1,10116.ENSRNOP00000007771,Creb3l1
Ppie,10116.ENSRNOP00000074074,Ppie
Rbfox2,10116.ENSRNOP00000063462,Rbfox2
Cdc25b,10116.ENSRNOP00000051129,Cdc25b
Sell,10116.ENSRNOP00000003733,Sell
Mtap,10116.ENSRNOP00000031214,Mtap
Src,10116.ENSRNOP00000071837,Src
Nasp,10116.ENSRNOP00000022170,Nasp
Myo1b,10116.ENSRNOP00000061523,Myo1b
Pitpnb,10116.ENSRNOP00000050368,Pitpnb
Sms,10116.ENSRNOP00000010135,Sms
Rrs1,10116.ENSRNOP00000009482,Rrs1
Pin4,10116.ENSRNOP00000067375,Pin4
Rad23b,10116.ENSRNOP00000021629,Rad23b
Uggt1,10116.ENSRNOP00000020558,Uggt1
Oaz1,10116.ENSRNOP00000026341,Oaz1
Gins4,10116.ENSRNOP00000024301,Gins4
Fez2,10116.ENSRNOP00000049923,Fez2
Trmt112,10116.ENSRNOP00000028695,Trmt112
Tcof1,10116.ENSRNOP00000045755,Tcof1
Rpl18a,10116.ENSRNOP00000025421,Rpl18a
Syt5,10116.ENSRNOP00000024547,Syt5
Dpagt1,10116.ENSRNOP00000013134,Dpagt1
Rpp21,10116.ENSRNOP00000001024,Rpp21
Noc4l,10116.ENSRNOP00000053566,Noc4l
Lypd3,10116.ENSRNOP00000027100,Lypd3
Rbm3,10116.ENSRNOP00000007367,Rbm3
Bcl10,10116.ENSRNOP00000019911,Bcl10
Mcm4,10116.ENSRNOP00000002510,Mcm4
Sec23b,10116.ENSRNOP00000062590,Sec23b
Tmod3,10116.ENSRNOP00000013852,Tmod3
Iqgap1,10116.ENSRNOP00000018021,Iqgap1
Cfl1,10116.ENSRNOP00000059624,Cfl1
Rpl27,10116.ENSRNOP00000028060,Rpl27
Prps1,10116.ENSRNOP00000071101,Prps1
Rnh1,10116.ENSRNOP00000074961,Rnh1
Cenpu,10116.ENSRNOP00000046417,Cenpu
Cdc45,10116.ENSRNOP00000066206,Cdc45
Robo4,10116.ENSRNOP00000044365,Robo4
Srsf2,10116.ENSRNOP00000059012,Srsf2
Nol12,10116.ENSRNOP00000013764,Nol12
Cdh6,10116.ENSRNOP00000018246,Cdh6
F3,10116.ENSRNOP00000015836,F3
Nt5dc3,10116.ENSRNOP00000036388,Nt5dc3
Mybl2,10116.ENSRNOP00000010343,Mybl2
Hpx,10116.ENSRNOP00000024710,Hpx
Snx10,10116.ENSRNOP00000016265,Snx10
Rpia,10116.ENSRNOP00000007927,Rpia
Sgpl1,10116.ENSRNOP00000070983,Sgpl1
Denr,10116.ENSRNOP00000001467,Denr
Pold2,10116.ENSRNOP00000072093,Pold2
Cstb,10116.ENSRNOP00000001593,Cstb
Nup107,10116.ENSRNOP00000009203,Nup107
Arpc4,10116.ENSRNOP00000011937,Arpc4
Med15,10116.ENSRNOP00000002568,Med15
Hgs,10116.ENSRNOP00000051849,Hgs
Rundc3a,10116.ENSRNOP00000028487,Rundc3a
Cox7a2l,10116.ENSRNOP00000063344,Cox7a2l
Kpna3,10116.ENSRNOP00000032371,Kpna3
Cdc6,10116.ENSRNOP00000071363,Cdc6
Wfdc12,10116.ENSRNOP00000047287,Wfdc12
Tjp2,10116.ENSRNOP00000062549,Tjp2
Il23a,10116.ENSRNOP00000004363,Il23a
Net1,10116.ENSRNOP00000023945,Net1
Arid5a,10116.ENSRNOP00000071542,Arid5a
Epcam,10116.ENSRNOP00000021135,Epcam
Irak3,10116.ENSRNOP00000005686,Irak3
Timd2,10116.ENSRNOP00000056223,Timd2
Epb41l2,10116.ENSRNOP00000058049,Epb41l2
Hapln4,10116.ENSRNOP00000064949,Hapln4
Hmgb2,10116.ENSRNOP00000017635,Hmgb2
Mcm2,10116.ENSRNOP00000022231,Mcm2
Mex3d,10116.ENSRNOP00000047111,Mex3d
Fem1b,10116.ENSRNOP00000009368,Fem1b
Relt,10116.ENSRNOP00000036110,Relt
Hgfac,10116.ENSRNOP00000013257,Hgfac
Adam3a,10116.ENSRNOP00000070106,Adam3a
Zfp275,10116.ENSRNOP00000075303,Zfp275
Gimap9,10116.ENSRNOP00000038150,Gimap9
Abcb4,10116.ENSRNOP00000042556,Abcb4
Tstd3,10116.ENSRNOP00000029537,Tstd3
Mcm7,10116.ENSRNOP00000001825,Mcm7
Mettl16,10116.ENSRNOP00000003750,Mettl16
Tmed9,10116.ENSRNOP00000030668,Tmed9
Psmc5,10116.ENSRNOP00000013997,Psmc5
Amotl2,10116.ENSRNOP00000075540,Amotl2
Bend4,10116.ENSRNOP00000073618,Bend4
Rhbdf2,10116.ENSRNOP00000060138,Rhbdf2
Adgre4,10116.ENSRNOP00000073279,Adgre4
Art4,10116.ENSRNOP00000007485,Art4
Usp28,10116.ENSRNOP00000009724,Usp28
Eps15,10116.ENSRNOP00000059209,Eps15
Rexo2,10116.ENSRNOP00000071290,Rexo2
Angel1,10116.ENSRNOP00000072809,Angel1
Fli1,10116.ENSRNOP00000059605,Fli1
Pkib,10116.ENSRNOP00000001075,Pkib
Fau,10116.ENSRNOP00000028481,Fau
Mfge8,10116.ENSRNOP00000060643,Mfge8
Styx,10116.ENSRNOP00000010612,Styx
Vtcn1,10116.ENSRNOP00000020566,Vtcn1
Chrnb1,10116.ENSRNOP00000019947,Chrnb1
Ifit3,10116.ENSRNOP00000033267,Ifit3
Cldn34a,10116.ENSRNOP00000029885,Cldn34a
Bicd2,10116.ENSRNOP00000069365,Bicd2
Syt7,10116.ENSRNOP00000031195,Syt7
Gja1,10116.ENSRNOP00000001054,Gja1
Cc2d1b,10116.ENSRNOP00000011670,Cc2d1b
Samd9,10116.ENSRNOP00000069645,Samd9
Ezr,10116.ENSRNOP00000046593,Ezr
Sipa1l2,10116.ENSRNOP00000026843,Sipa1l2
Rpl26,10116.ENSRNOP00000071514,Rpl26
Tbxt,10116.ENSRNOP00000016471,Tbxt
Agps,10116.ENSRNOP00000002111,Agps
F2rl2,10116.ENSRNOP00000024292,F2rl2
Casp1,10116.ENSRNOP00000009993,Casp1
S100a11,10116.ENSRNOP00000013393,S100a11
Ppa1,10116.ENSRNOP00000069053,Ppa1
Tmed1,10116.ENSRNOP00000057728,Tmed1
Tkt,10116.ENSRNOP00000021862,Tkt
Fam98a,10116.ENSRNOP00000042004,Fam98a
Pcnx2,10116.ENSRNOP00000038464,Pcnx2
Tpd52l2,10116.ENSRNOP00000020374,Tpd52l2
Simc1,10116.ENSRNOP00000060156,Simc1
Tubb5,10116.ENSRNOP00000075269,Tubb5
Zwilch,10116.ENSRNOP00000012404,Zwilch
Map4,10116.ENSRNOP00000069786,Map4
Cthrc1,10116.ENSRNOP00000006142,Cthrc1
Blnk,10116.ENSRNOP00000019014,Blnk
Pdgfb,10116.ENSRNOP00000023196,Pdgfb
Itpr3,10116.ENSRNOP00000075066,Itpr3
Usp1,10116.ENSRNOP00000010935,Usp1
Ccdc74a,10116.ENSRNOP00000002567,Ccdc74a
Bcl2l1,10116.ENSRNOP00000069758,Bcl2l1
Mcm6,10116.ENSRNOP00000004969,Mcm6
C2cd2,10116.ENSRNOP00000002209,C2cd2
Chmp4bl1,10116.ENSRNOP00000045686,Chmp4bl1
Sf3b3,10116.ENSRNOP00000023854,Sf3b3
Ube2r2,10116.ENSRNOP00000015575,Ube2r2
Cenpt,10116.ENSRNOP00000029297,Cenpt
Gnat1,10116.ENSRNOP00000023791,Gnat1
Fcgr3a,10116.ENSRNOP00000043183,Fcgr3a
Pwp1,10116.ENSRNOP00000007549,Pwp1
Nacc1,10116.ENSRNOP00000071927,Nacc1
Slc2a6,10116.ENSRNOP00000008034,Slc2a6
Tyrobp,10116.ENSRNOP00000028284,Tyrobp
Gabrp,10116.ENSRNOP00000048081,Gabrp
Dtl,10116.ENSRNOP00000005576,Dtl
Pes1,10116.ENSRNOP00000005996,Pes1
Tpm2,10116.ENSRNOP00000022801,Tpm2
Wdr3,10116.ENSRNOP00000026726,Wdr3
Thbs1,10116.ENSRNOP00000069322,Thbs1
Rbbp4,10116.ENSRNOP00000036568,Rbbp4
Aire,10116.ENSRNOP00000001611,Aire
Tuba1b,10116.ENSRNOP00000070868,Tuba1b
Adamts8,10116.ENSRNOP00000007358,Adamts8
Ammecr1,10116.ENSRNOP00000043945,Ammecr1
Fam110a,10116.ENSRNOP00000066725,Fam110a
Ppp1r18,10116.ENSRNOP00000001084,Ppp1r18
Pf4,10116.ENSRNOP00000032276,Pf4
Spsb2,10116.ENSRNOP00000020493,Spsb2
Tmem40,10116.ENSRNOP00000013889,Tmem40
Adrm1,10116.ENSRNOP00000074216,Adrm1
Ctu2,10116.ENSRNOP00000069225,Ctu2
Elmod1,10116.ENSRNOP00000012041,Elmod1
Snrpa1,10116.ENSRNOP00000016758,Snrpa1
Gas2l3,10116.ENSRNOP00000033340,Gas2l3
Ska1,10116.ENSRNOP00000020637,Ska1
Rad17,10116.ENSRNOP00000024801,Rad17
Dapk3,10116.ENSRNOP00000027634,Dapk3
Nat10,10116.ENSRNOP00000012094,Nat10
Bcl7c,10116.ENSRNOP00000025618,Bcl7c
Lyar,10116.ENSRNOP00000073585,Lyar
Rps5,10116.ENSRNOP00000026528,Rps5
Kcnmb1,10116.ENSRNOP00000007393,Kcnmb1
Mmp19,10116.ENSRNOP00000008909,Mmp19
Orai3,10116.ENSRNOP00000025732,Orai3
Snrpa,10116.ENSRNOP00000002053,Snrpa
Exo1,10116.ENSRNOP00000073202,Exo1
Tox4,10116.ENSRNOP00000017476,Tox4
Rps3,10116.ENSRNOP00000023935,Rps3
Rasal2,10116.ENSRNOP00000068634,Rasal2
Micall1,10116.ENSRNOP00000034618,Micall1
Apaf1,10116.ENSRNOP00000010869,Apaf1
Rplp0,10116.ENSRNOP00000001518,Rplp0
Armcx2,10116.ENSRNOP00000030098,Armcx2
Cyp7b1,10116.ENSRNOP00000013116,Cyp7b1
Srp72,10116.ENSRNOP00000002862,Srp72
Syt12,10116.ENSRNOP00000026153,Syt12
Adm,10116.ENSRNOP00000035811,Adm
Zc3h7a,10116.ENSRNOP00000069541,Zc3h7a
Srpk1,10116.ENSRNOP00000075811,Srpk1
Rps25,10116.ENSRNOP00000033144,Rps25
Rap1b,10116.ENSRNOP00000009511,Rap1b
Spp1,10116.ENSRNOP00000062358,Spp1
Cinp,10116.ENSRNOP00000010598,Cinp
Senp2,10116.ENSRNOP00000002425,Senp2
Gng5,10116.ENSRNOP00000021358,Gng5
Mapk8,10116.ENSRNOP00000062048,Mapk8
Med27,10116.ENSRNOP00000019157,Med27
Hat1,10116.ENSRNOP00000002085,Hat1
E2f3,10116.ENSRNOP00000071597,E2f3
Arpc1b,10116.ENSRNOP00000001315,Arpc1b
Znhit6,10116.ENSRNOP00000041785,Znhit6
Pole2,10116.ENSRNOP00000005835,Pole2
Ubxn4,10116.ENSRNOP00000004878,Ubxn4
Hamp,10116.ENSRNOP00000028545,Hamp
Kif13b,10116.ENSRNOP00000074800,Kif13b
Stk35,10116.ENSRNOP00000008071,Stk35
Psmb8,10116.ENSRNOP00000000528,Psmb8
Akip1,10116.ENSRNOP00000018497,Akip1
Svil,10116.ENSRNOP00000025037,Svil
Tmem39a,10116.ENSRNOP00000049087,Tmem39a
Rab13,10116.ENSRNOP00000071741,Rab13
Mcm5,10116.ENSRNOP00000070472,Mcm5
Cep76,10116.ENSRNOP00000034590,Cep76
Inhbb,10116.ENSRNOP00000071390,Inhbb
Ctnna1,10116.ENSRNOP00000008041,Ctnna1
Bak1,10116.ENSRNOP00000000576,Bak1
Grap2,10116.ENSRNOP00000024673,Grap2
Exosc8,10116.ENSRNOP00000073348,Exosc8
Uhrf1,10116.ENSRNOP00000066794,Uhrf1
Krt75,10116.ENSRNOP00000070762,Krt75
