"ProbeID","GeneSymbol","logFC","P.Value","adj.P.Val"
"10858275",NA,133.43976,0.000294807877506454,0.0115241678242061
"10820748","Utp15",51.32981,0.000295303988853819,0.0115241678242061
"10771635","Nup54",105.02325,0.000296750426844503,0.0115590226264471
"10832460","Zfp280b",45.017305,0.000300015777792456,0.0116485594601332
"10740804","Or1f45",77.39689,0.000300500506997316,0.0116485594601332
"10700568",NA,157.67525,0.000303570128452262,0.0117308171066196
"10783381","LOC290071",23.137705,0.000305022505742147,0.0117713705188257
"10906926","Rnd1",320.83365,0.000309812975317521,0.0118466966766048
"10716785","Rab32",125.1771,0.000310661654250388,0.0118564281427272
"10711268","Itgam",30.001163,0.000310879166061785,0.0118564281427272
"10704786","Gpr4",57.6957,0.00031238894021177,0.0118849135818823
"10713089","Rela",214.58095,0.000312722185396782,0.0118849135818823
"10830253","Dse",116.4329,0.000314376803336837,0.0118993563438208
"10768130",NA,74.8572,0.000314448658089602,0.0118993563438208
"10717591","Hnrnpa3",866.390500000001,0.000316136522725856,0.0119015623388056
"10715706","Pprc1",119.11646,0.000319439688682893,0.0119722795753918
"10734468",NA,241.80515,0.000322159868664053,0.0119722795753918
"10766051","Desi2",104.04685,0.000322743907414452,0.0119722795753918
"10740364","Ctps1",233.57479,0.000323114034373365,0.0119722795753918
"10716080","Dusp5",258.44878,0.000323460835780794,0.0119722795753918
"10919681","Cdv3",319.7181,0.000323582068057417,0.0119722795753918
"10810264","Ddx39a",136.3832,0.000325075622962545,0.0119722795753918
"10806083",NA,260.78705,0.0003261315307722,0.0119722795753918
"10739913",NA,46.380137,0.000334775400993647,0.0121643390107318
"10940100",NA,108.91411,0.00033711979458294,0.012219128633928
"10897584","Galr3",24.468295,0.000339258927091673,0.0122662256139309
"10804017","Diaph1",106.35015,0.000341906425967714,0.0123010521283507
"10881820","Spsb1",133.77153,0.000342515456302404,0.0123078063227779
"10766085","Kif26b",114.19349,0.000342967980959001,0.012308927021789
"10876586","Hemgn",50.085875,0.000345257542873327,0.0123154503754596
"10779654","Samd4a",74.81366,0.000346694767510732,0.0123202881085656
"10907689","Itga5",195.10412,0.000347288418964394,0.0123202881085656
"10776064","Utp3",87.7834,0.000347501793710482,0.0123202881085656
"10838282",NA,356.8933,0.000348806483130831,0.0123216839155793
"10924172",NA,356.8933,0.000348806483130831,0.0123216839155793
"10833523","Lims1",604.9639,0.000349763860652768,0.0123256953258262
"10932836",NA,113.4974,0.000352227555415564,0.0123529121295442
"10928452","Raph1",436.54885,0.000356759802194426,0.0124637807214814
"10787731","Eloc",339.231,0.000357095381114533,0.0124637807214814
"10791202","Eloc",339.231,0.000357095381114533,0.0124637807214814
"10791204","Eloc",339.231,0.000357095381114533,0.0124637807214814
"10860546","Ube2n",292.09355,0.00035981000311823,0.0124987983722901
"10940491",NA,1258.583,0.000364219691027828,0.0125901738200956
"10765036","Gas5",123.92277,0.000364637255930191,0.0125901738200956
"10718591","Myadm",287.8126,0.00036502626225854,0.0125901738200956
"10826249","Vcam1",275.7407,0.000368046953636158,0.0126495572982667
"10863262","Kcmf1",251.3618,0.000372042694426288,0.0127519530601992
"10753875",NA,59.575745,0.000372710113109819,0.0127519530601992
"10914478","Hnrnpa3",855.9501,0.000373645232406741,0.0127519530601992
"10755983",NA,108.11505,0.00037930844317373,0.0128700544237832
"10848539","Ino80",106.0233,0.00037999345468386,0.0128756813856552
"10787973",NA,144.621,0.000380685872761421,0.0128756813856552
"10785588",NA,32.7408,0.000381022018286992,0.0128756813856552
"10797918","Pak1ip1",175.29076,0.000381237228677747,0.0128756813856552
"10816487","Cct3",348.4453,0.000382570284898043,0.0128909947498479
"10724637","Cdv3",530.0396,0.000382684894944597,0.0128909947498479
"10829437","Col6a1",313.02695,0.000383387541154623,0.0128909947498479
"10756560","Pdap1",207.7283,0.00038345568691784,0.0128909947498479
"10927610",NA,118.3999,0.00038512577148246,0.0129174102044645
"10716925","Aig1",107.70135,0.000386255615050746,0.0129404490115739
"10811531","Slc7a5",329.65691,0.000387789688405047,0.0129550340718383
"10922857","Il1rl1",67.937715,0.000388086279546105,0.0129550340718383
"10940689","Ifrd1",1023.0814,0.000388464771922037,0.0129550340718383
"10733056","Ifi47",179.23615,0.000389242076886531,0.0129650343632799
"10802371",NA,109.03385,0.000389652227389598,0.0129650343632799
"10816079","Fga",219.68335,0.000390632927640564,0.012965631506483
"10820761",NA,51.22421,0.000391300218063276,0.012965631506483
"10815659","Rap2b",76.07611,0.00039292860528131,0.012965631506483
"10940479",NA,33.17534,0.000393621646341191,0.012965631506483
"10760564",NA,37.78805,0.000393912729863833,0.012965631506483
"10885299","Rhoj",165.98735,0.000394116147300207,0.012965631506483
"10873015","Luzp1",53.7933,0.000394192543735562,0.012965631506483
"10771531",NA,257.558,0.000394546888058492,0.012965631506483
"10713844","Fads3",349.62365,0.000394942003974559,0.012965631506483
"10814892",NA,755.7235,0.000395688625282241,0.012965631506483
"10806981","Smad1",120.7181,0.000396651393444662,0.0129762304681885
"10911546",NA,467.9598,0.000397823497362115,0.0129929321766147
"10768173",NA,82.3099,0.000400756380508606,0.0130375243877265
"10940577","Itgb3",75.75384,0.000403194357713631,0.0130731631145905
"10840321","Snrpb2",85.62265,0.000403880869300703,0.0130801578460507
"10795927","Gtpbp4",157.94645,0.000405201028639552,0.0130801578460507
"10716990","Abracl",105.5016,0.000406152570502192,0.0130964030846038
"10812689","Enc1",125.32925,0.000407767091295798,0.0131202481399024
"10934620",NA,129.05055,0.000412230814067844,0.013204946274318
"10893906","Cbarp",39.640605,0.000412782275857388,0.0132081285946306
"10777829","Ywhah",447.66835,0.000415581701824327,0.0132686380733288
"10894161",NA,84.120915,0.000420611290695834,0.0134007227740497
"10754010","Rmp64",247.7138,0.000420636091730116,0.0134007227740497
"10895027","Ube2n",358.3061,0.000423083976212895,0.0134426464765076
"10923670","Nop58",385.9539,0.000426081132715382,0.0135005794047149
"10815205",NA,44.65963,0.000430592995574614,0.0135992905650992
"10893482","S1pr4",20.48876,0.00043227032640493,0.0136296435044341
"10726754",NA,26.12659,0.000433870589626361,0.0136438056031696
"10925810","Ppp4r1",120.49215,0.000434628859984577,0.013644446922212
"10720520","Ube2n",344.5976,0.000434825086759067,0.013644446922212
"10749681","Alyref",515.45485,0.000436493973295964,0.0136532475171973
"10752961","Krtap16-5",58.48498,0.000436507605294114,0.0136532475171973
"10879402","Ctps1",167.32726,0.000441895750741401,0.0137922462202557
"10856543",NA,78.78871,0.000443899830810063,0.013840010306601
"10766521","Eprs1",318.2862,0.000444470045492407,0.0138430148283744
"10703377","Chd1",128.60985,0.000445547188995408,0.0138617844295121
"10766718","Batf3",30.49386,0.000446605010787679,0.0138766491927183
"10931247","Metrnl",100.42095,0.000449945343191797,0.013939239932137
"10819770","Adgrl4",509.0283,0.000452260938356084,0.0139536589280906
"10825869","Csf1",390.9263,0.000452321318713693,0.0139536589280906
"10705345","Numbl",73.629345,0.000453903627328694,0.0139877010219203
"10939178",NA,172.9787,0.000457478065011192,0.0140673593119043
"10904812","Plec",711.6647,0.000457976030841388,0.0140673593119043
"10887112",NA,122.17155,0.000460876832080526,0.0141280753120677
"10794798","Hmgb1-ps2",63.02065,0.000468692771458511,0.014220854035876
"10752515",NA,252.55135,0.000468769644145185,0.014220854035876
"10701077",NA,27.429955,0.000469431421289367,0.0142261094829332
"10845046",NA,64.722805,0.000470841376650162,0.0142540517901117
"10729269","Anxa1",1368.4996,0.000472501079975725,0.0142599654446393
"10763913","Rbbp5",47.63638,0.000474051181920357,0.0142828339174832
"10867516","Sdcbp",412.0783,0.000474533326558652,0.0142828339174832
"10919420",NA,128.97968,0.000480866301835947,0.0143983999336555
"10745933","Vmp1",302.4564,0.000485382140383137,0.0144715842388816
"10841778","Actr5",27.64965,0.000486050216561703,0.0144715842388816
"10711299","Itgax",105.93201,0.000487438861198722,0.0144715842388816
"10714667","Jak2",167.1075,0.000489974260724617,0.0145173509663377
"10930624","Rn45s",1421.7395,0.000491868463668995,0.0145410148190925
"10821117","Nln",102.69305,0.000495457901335527,0.0146016575466931
"10844587","Psmd5",111.8944,0.000496385261757291,0.0146016575466931
"10802706",NA,30.100903,0.000496738386737595,0.0146016575466931
"10927372","Ankrd39",21.79895,0.000496818224187475,0.0146016575466931
"10774310","Ppp3r1",53.47245,0.000504030603100999,0.0147542585561048
"10829674",NA,42.03741,0.000506044778968736,0.014798390563356
"10879690",NA,101.774,0.000508103406168963,0.0148437329078201
"10753600",NA,181.4117,0.000510140589425877,0.0148645817880867
"10783964","Ripk3",142.85163,0.000515572823622001,0.0149790554728282
"10829826","Rpl36al-ps5",49.038755,0.000516630392168296,0.0149790554728282
"10895679","Llph",78.2883500000001,0.000532632126974517,0.015317722639568
"10884656","Psma6",203.69205,0.000536025502072594,0.0153608457211365
"10700938",NA,287.4612,0.000536654777133536,0.0153608457211365
"10878457","Cimap2",95.965333,0.000539845578697629,0.0154014147813208
"10829678","Jpt2l1",60.10523,0.000541581873628092,0.0154211541418022
"10787856","Tll1",37.40183,0.000541727674936833,0.0154211541418022
"10881461","Rex2l1",265.0067,0.000542751428473566,0.0154211541418022
"10854961","Ephb6",45.845445,0.000543456481233995,0.0154211541418022
"10815632",NA,129.82245,0.000544013990439726,0.0154211541418022
"10940647","Fosl2",460.42915,0.000544232557000001,0.0154211541418022
"10826602",NA,225.30075,0.000551399534113416,0.0155033919483854
"10824388","Fdps",98.17795,0.000551650002647308,0.0155033919483854
"10872665","Themis2",20.70125,0.000552316724947245,0.0155033919483854
"10775900","Cxcl1",68.39168,0.000553111021374672,0.0155033919483854
"10764811","Rps17l3",160.1663,0.000553487954155231,0.0155033919483854
"10839194",NA,39.705295,0.000555431504720269,0.0155425057269137
"10871616","Hivep3",46.30306,0.000557906236034331,0.0155923300900791
"10870713","Lrp8",140.711915,0.000559665053277674,0.0155923300900791
"10741765","Hba-a3",646.3799,0.000559804118188735,0.0155923300900791
"10910204","Pstpip1",22.54124,0.000560034055382586,0.0155923300900791
"10704808","Ercc1",233.5803,0.000560236936029899,0.0155923300900791
"10853960",NA,162.92237,0.000560414410713462,0.0155923300900791
"10768080","Inava",68.12548,0.000565012082211163,0.015657023344514
"10766072","Kif26b",85.761705,0.0005675952321249,0.015685185813684
"10822786","Hnrnpa3",787.0072,0.000568047052470653,0.015685185813684
"10785598",NA,34.903027,0.00056999367285192,0.0157092407157509
"10805524",NA,53.64262,0.000570818749088277,0.0157171526256974
"10832081",NA,117.51218,0.000574644496715002,0.0157927227911873
"10890860","Actn1",1052.7126,0.000576093397557642,0.0158176621393317
"10891303","Tgfb3",83.68074,0.000577000486815695,0.0158196817855937
"10850084",NA,63.06499,0.000579275245292931,0.0158196817855937
"10750114",NA,60.43166,0.000579284998862823,0.0158196817855937
"10741861","LOC102552476",72.17889,0.000579785339086929,0.0158196817855937
"10749742","Csnk1d",357.3947,0.000581999317474657,0.0158457857042914
"10842433","LOC100911177",208.3012,0.000583468253499313,0.0158517236469005
"10776665",NA,54.36998,0.000583761247469111,0.0158517236469005
"10803141","Usp14",310.5061,0.000583845233246556,0.0158517236469005
"10744134","Eif4a1",1335.2695,0.000584940135532732,0.015866704846289
"10859567","Golt1b",116.2832,0.000586979881871677,0.0159072637003703
"10868682","Polr1e",58.19374,0.000588776155618328,0.0159263950094758
"10934772","M6pr",202.14125,0.000595462603432267,0.0160774902926712
"10702590",NA,73.80905,0.000596465438119925,0.0160803341056096
"10724319","Hbb-bs",1329.9389,0.000596668794772397,0.0160803341056096
"10876313",NA,1468.8055,0.000599068315593268,0.0161017244231707
"10911944",NA,423.0345,0.000599265681445111,0.0161017244231707
"10731341","Ctps1",241.0694,0.000599272901750711,0.0161017244231707
"10729314","Gda",389.82625,0.00059966715179057,0.0161017244231707
"10759409","Pgam5",191.31255,0.000602912157391934,0.0161739906024316
"10782485",NA,64.41237,0.000606811039882824,0.0162338623801619
"10794967","Sox4",139.10127,0.000607394707915388,0.0162346102443185
"10725043",NA,44.92412,0.00060869185540611,0.0162483049839006
"10922060",NA,36.313705,0.000613620730533899,0.0163078618204834
"10926752",NA,36.313705,0.000613620730533899,0.0163078618204834
"10716624","Raet1e",36.517487,0.00061392399628566,0.0163078618204834
"10815924",NA,174.21725,0.000616218027146797,0.0163078618204834
"10816048",NA,30.32479,0.000616549253835444,0.0163078618204834
"10928811",NA,200.58515,0.000618092273193351,0.0163116058437855
"10749070","H3f3b",403.1749,0.000620056804216861,0.016321570109131
"10853750",NA,362.643,0.000621853847361144,0.016321570109131
"10752764","C11h21orf91",64.03526,0.00062203109912331,0.016321570109131
"10940628","Fosl2",457.8617,0.000624137103727496,0.0163236717531737
"10712853","Clcf1",53.346345,0.000631343743691532,0.016427509351277
"10765364","Ildr2",78.22414,0.000631582921997476,0.016427509351277
"10833979","RT1-CE15",258.12795,0.000631819289824063,0.016427509351277
"10768301",NA,320.1826,0.000632290038584871,0.016427509351277
"10867364",NA,247.345,0.000632498961504827,0.016427509351277
"10728538","Polr2g",180.61495,0.000632605874587067,0.016427509351277
"10753582","Dcbld2",169.2316,0.000635738312093105,0.0164771114680947
"10800200","Riok3",238.8954,0.000636615048133697,0.0164771114680947
"10798471","Taf5l1",72.75765,0.000636845452279216,0.0164771114680947
"10766082","Kif26b",58.608655,0.000639053087545188,0.0164923117487148
"10731941",NA,42.10038,0.000643105396672569,0.0165239059440567
"10830382","Fyn",66.95915,0.000643964030596987,0.0165314281105979
"10887320","Eif5",411.6615,0.000645748062707614,0.0165626724354172
"10871806","Fhl3",92.2184,0.000646658507301271,0.016571475116052
"10868134","Ube2j1",301.76005,0.000650441520032346,0.0166246706616141
"10801596",NA,36.04994,0.000652029703532689,0.0166361535013135
"10732167","Zfp598",82.0410000000001,0.000655463801924912,0.0166762106752752
"10855062","Zyx",272.85135,0.00066058267361967,0.0167584785065515
"10703403","Riok2",141.8662,0.000661973232410949,0.0167681481595664
"10771040",NA,126.6737,0.000662368829196261,0.0167681481595664
"10854139","Flnc",60.12968,0.000668368973066781,0.0168907709162396
"10714264","Carnmt1",81.5165,0.000669428714198104,0.0169029303859839
"10903704",NA,174.40755,0.000670921853210378,0.0169260026076753
"10836015",NA,251.6662,0.000672663833182085,0.0169553073533921
"10731156","Cacul1",98.6831999999999,0.000673975293120921,0.0169584199632297
"10922182",NA,75.8201000000001,0.000674255266124652,0.0169584199632297
"10850988",NA,273.98985,0.000674528787474255,0.0169584199632297
"10700160",NA,177.5082,0.000677891688737112,0.0170020803047876
"10926588","Nfkbie",140.1719,0.000678575691658627,0.0170020803047876
"10902564","Mdm2",112.47805,0.000678593333175268,0.0170020803047876
"10739816",NA,18.600675,0.000687674892407157,0.0171296752452557
"10912003","Tpbg",196.50395,0.000688523295084086,0.0171296752452557
"10823597","Kpna4",151.5587,0.000689473669160448,0.0171296752452557
"10889808",NA,31.20356,0.000691439392569324,0.0171296752452557
"10903216","Rpl30",582.2257,0.00069174216457647,0.0171296752452557
"10809044","Bean1",62.117315,0.000691894871958709,0.0171296752452557
"10742571","Rpl30",535.6817,0.000692568983933125,0.0171318461444727
"10907211","Lima1",278.25875,0.000693984040704598,0.0171511019196016
"10736695",NA,75.55854,0.000695656904711003,0.0171511019196016
"10780735",NA,209.1527,0.000695695754594642,0.0171511019196016
"10906647",NA,33.14341,0.000698391677338258,0.0171631011114934
"10790886","Map1s",32.43274,0.000698732285559433,0.0171631011114934
"10820000",NA,90.70802,0.000699119953538615,0.0171631011114934
"10804856","Txnl1",239.97305,0.000701556529798616,0.0171890498726349
"10882752","Rhoq",74.1906,0.000701976873585611,0.0171890498726349
"10880691","Kdm1a",177.77445,0.00070253048360122,0.0171890498726349
"10903800",NA,44.29927,0.000705615184590856,0.0172076302586501
"10719922","Cyp2s1",319.77985,0.000706213111226989,0.0172076302586501
"10700546",NA,182.47695,0.000706234979123758,0.0172076302586501
"10880880",NA,30.71724,0.000707458112239278,0.0172099439755656
"10827515","Hnrnpa3",911.160999999999,0.000708349021667087,0.0172099439755656
"10773496","Tnip2",32.9302,0.000709053311048613,0.0172099439755656
"10737194","Rpl18",334.70315,0.000710453633002399,0.0172099439755656
"10737201","Rpl18",334.70315,0.000710453633002399,0.0172099439755656
"10737203","Rpl18",334.70315,0.000710453633002399,0.0172099439755656
"10871909","Gnl2",160.09855,0.000711181741386426,0.0172133085276413
"10751237",NA,110.32195,0.000712177603992836,0.0172231428170917
"10827696","Polr1h",176.21665,0.000714626888308656,0.0172680809884608
"10765411","Ostf1",100.118,0.000722220141570335,0.0174083656896335
